0	0.039
5	0.069
20	0.107
28	0.131
30	0.146
32	0.158
34	0.17
39	0.183
44	0.194
49	0.206
54	0.219
58	0.23
62	0.243
66	0.255
70	0.267
74	0.279
78	0.29
82	0.306
86	0.319
89	0.332
92	0.344
94	0.356
98	0.368
101	0.38
104	0.393
106	0.404
108	0.417
112	0.433
117	0.463
119	0.486
119	0.517
122	0.543
127	0.573
131	0.598
130	0.627
129	0.649
132	0.674
138	0.703
145	0.727
148	0.739
150	0.752
151	0.765
152	0.777
152	0.789
153	0.8
154	0.813
155	0.825
156	0.837
157	0.849
158	0.86
159	0.874
160	0.885
160	0.897
160	0.908
161	0.92
162	0.933
162	0.944
163	0.954
164	0.966
164	0.979
165	0.989
166	1.002
166	1.013
167	1.025
168	1.037
168	1.049
168	1.059
168	1.07
170	1.085
170	1.1
170	1.116
171	1.128
171	1.14
172	1.15
172	1.166
172	1.179
173	1.192
173	1.205
174	1.219
174	1.233
174	1.246
174	1.257
174	1.269
174	1.283
174	1.295
175	1.307
175	1.32
176	1.334
176	1.347
176	1.359
175	1.371
175	1.385
176	1.397
176	1.409
176	1.422
176	1.435
177	1.448
177	1.46
178	1.473
178	1.487
178	1.499
177	1.515
177	1.527
178	1.54
178	1.553
178	1.565
178	1.577
178	1.59
178	1.602
178	1.614
178	1.626
178	1.639
178	1.652
178	1.663
178	1.675
178	1.688
178	1.7
178	1.713
178	1.725
178	1.739
178	1.752
178	1.764
178	1.776
178	1.789
178	1.8
178	1.813
178	1.825
178	1.837
178	1.85
178	1.862
178	1.875
178	1.886
178	1.899
178	1.916
178	1.928
178	1.942
178	1.954
178	1.966
178	1.978
178	1.991
178	2.004
178	2.017
178	2.029
178	2.043
178	2.055
178	2.067
178	2.079
178	2.09
178	2.104
178	2.116
178	2.13
178	2.148
178	2.166
178	2.184
178	2.205
178	2.217
178	2.229
178	2.244
178	2.257
178	2.27
178	2.283
178	2.297
178	2.315
178	2.329
178	2.34
178	2.354
178	2.366
178	2.378
178	2.39
178	2.403
178	2.415
178	2.427
178	2.44
178	2.453
178	2.465
178	2.477
178	2.489
178	2.503
178	2.515
178	2.527
178	2.539
178	2.553
178	2.565
178	2.577
178	2.589
178	2.6
178	2.62
178	2.65
178	2.666
178	2.678
178	2.69
178	2.709
178	2.727
178	2.739
178	2.753
178	2.766
178	2.778
178	2.79
178	2.804
178	2.819
178	2.831
178	2.843
178	2.855
178	2.869
178	2.882
178	2.894
178	2.906
178	2.919
178	2.93
178	2.943
178	2.955
178	2.968
178	2.979
178	2.992
178	3.004
Est2
Tetamax178
Perereg0.0%
tp = 1.1585211753845215
